ID,model_ID,year,price,mileage,tax,mpg,engineSize,transmission_ID,fuel_ID,Brand
1,14,2017,12500,15735,150,55.40000153,1.399999976,2,5,Audi
2,19,2016,16500,36203,20,64.19999695,2,1,1,Audi
3,14,2016,11000,29946,30,55.40000153,1.399999976,2,5,Audi
4,17,2017,16800,25952,145,67.30000305,2,1,1,Audi
5,16,2019,17300,1998,145,49.59999847,1,2,5,Audi
6,14,2016,13900,32260,30,58.90000153,1.399999976,1,5,Audi
7,19,2016,13250,76788,30,61.40000153,2,1,1,Audi
8,17,2016,11750,75185,20,70.59999847,2,2,1,Audi
9,16,2015,10200,46112,20,60.09999847,1.399999976,2,5,Audi
10,14,2016,12000,22451,30,55.40000153,1.399999976,2,5,Audi
11,16,2017,16100,28955,145,58.90000153,1.399999976,2,5,Audi
12,19,2016,16500,52198,125,57.59999847,2,1,1,Audi
13,58,2016,17000,44915,145,52.29999924,2,2,1,Audi
14,16,2017,16400,21695,30,58.90000153,1.399999976,2,5,Audi
15,19,2015,15400,47348,30,61.40000153,2,2,1,Audi
16,16,2017,14500,26156,145,58.90000153,1.399999976,1,5,Audi
17,58,2016,15700,28396,145,53.29999924,2,1,1,Audi
18,16,2014,13900,30516,30,56.5,1.399999976,1,5,Audi
19,59,2016,19000,37652,200,47.09999847,2,1,1,Audi
20,58,2014,17000,34110,145,47.90000153,1.399999976,2,5,Audi
21,18,2017,17300,37100,145,67.30000305,2,1,1,Audi
22,59,2016,20200,23714,200,47.09999847,2,1,1,Audi
23,18,2017,22500,21649,145,58.90000153,3,1,1,Audi
24,19,2015,17500,62748,150,53.29999924,3,1,1,Audi
25,59,2016,20000,23789,200,47.09999847,2,1,1,Audi
26,17,2017,18500,17418,145,62.79999924,2,1,1,Audi
27,18,2017,19500,33300,145,61.40000153,2,1,1,Audi
28,14,2018,15800,10793,145,56.5,1.399999976,2,5,Audi
29,17,2018,17200,25138,145,70.59999847,2,1,1,Audi
30,19,2015,14000,61176,30,62.79999924,2,2,1,Audi
31,14,2015,9500,54754,0,76.30000305,1.600000024,1,1,Audi
32,58,2017,16500,21369,125,51.40000153,1.399999976,2,5,Audi
33,58,2014,15000,39190,205,47.90000153,2,1,1,Audi
34,58,2017,16000,47482,150,47.90000153,1.399999976,1,5,Audi
35,58,2016,16900,40501,150,51.40000153,2,1,1,Audi
36,58,2014,12300,43195,200,47.90000153,2,1,1,Audi
37,14,2017,10800,31447,145,67.30000305,1,2,5,Audi
38,19,2016,19400,34030,125,58.90000153,2,1,1,Audi
39,17,2017,16000,29063,145,70.59999847,2,2,1,Audi
40,16,2017,17100,29545,145,65.69999695,2,2,1,Audi
41,16,2015,11300,75619,20,68.90000153,2,2,1,Audi
42,58,2016,17200,39603,160,50.40000153,2,1,1,Audi
43,58,2017,20300,42908,145,51.40000153,2,1,1,Audi
44,18,2014,13200,83872,125,58.90000153,2,1,1,Audi
45,58,2016,15200,58750,145,47.90000153,1.399999976,1,5,Audi
46,16,2019,15700,2029,145,49.59999847,1,2,5,Audi
47,19,2018,16600,22958,145,50.40000153,1.799999952,1,5,Audi
48,17,2017,14400,32097,145,72.40000153,2,1,1,Audi
49,18,2017,20200,13057,145,53.29999924,2,1,5,Audi
50,71,2017,23700,20278,145,38.70000076,3,1,5,Audi
51,17,2016,12750,52561,0,74.30000305,2,2,1,Audi
52,19,2015,13000,31604,20,67.30000305,2,1,1,Audi
53,58,2016,15900,32011,145,49.59999847,1.399999976,2,5,Audi
54,58,2016,15000,39134,30,60.09999847,2,2,1,Audi
55,59,2015,14700,89483,205,47.09999847,2,1,1,Audi
56,16,2015,15000,56291,200,42.79999924,1.799999952,1,5,Audi
57,19,2016,16000,47767,20,61.40000153,2,1,1,Audi
58,14,2014,11000,34315,125,53.29999924,1.399999976,2,5,Audi
59,16,2016,10200,66369,0,83.09999847,1.600000024,2,1,Audi
60,19,2016,18500,34110,30,61.40000153,2,2,1,Audi
61,14,2013,7000,76269,0,74.30000305,1.600000024,2,1,Audi
62,16,2016,10600,37840,20,70.59999847,1.600000024,2,1,Audi
63,16,2017,16000,26249,30,67.30000305,1.600000024,2,1,Audi
64,58,2017,15000,44898,125,57.70000076,2,2,1,Audi
65,58,2017,14000,67161,150,51.40000153,1.399999976,2,5,Audi
66,16,2018,18950,17992,150,54.29999924,1.5,2,5,Audi
67,17,2016,10200,97440,20,70.59999847,2,2,1,Audi
68,14,2017,11700,19268,150,67.30000305,1,2,5,Audi
69,16,2013,11500,51441,125,50.40000153,1.799999952,1,5,Audi
70,14,2016,10800,18181,0,67.30000305,1,2,5,Audi
71,16,2016,12500,19494,30,67.30000305,2,2,1,Audi
72,19,2016,16600,32808,30,61.40000153,2,2,1,Audi
73,16,2017,13100,25965,145,65.69999695,2,2,1,Audi
74,16,2016,8300,88215,20,68.90000153,2,2,1,Audi
75,16,2019,16000,5704,145,49.59999847,1,2,5,Audi
76,17,2017,16900,10959,145,51.40000153,1.399999976,2,5,Audi
77,59,2016,19600,30201,200,47.09999847,2,1,1,Audi
78,58,2017,21800,19319,145,40.40000153,2,1,5,Audi
79,19,2017,16200,22582,145,61.40000153,2,2,1,Audi
80,18,2017,18700,20052,145,49.59999847,2,2,5,Audi
81,58,2016,16100,16666,30,60.09999847,2,2,1,Audi
82,16,2016,11300,25626,0,74.30000305,1.600000024,2,1,Audi
83,16,2016,14100,10460,20,60.09999847,1.399999976,2,5,Audi
84,19,2016,16600,43307,125,57.59999847,2,1,1,Audi
85,14,2017,11300,29327,30,55.40000153,1.399999976,2,5,Audi
86,58,2017,15600,36714,125,51.40000153,1.399999976,2,5,Audi
87,14,2014,10000,28324,125,53.29999924,1.399999976,2,5,Audi
88,14,2016,14500,12100,30,56.5,1.399999976,2,5,Audi
89,58,2017,16100,18001,145,62.79999924,2,2,1,Audi
90,14,2016,10600,28760,30,55.40000153,1.399999976,2,5,Audi
91,16,2019,25499,4000,145,44.09999847,1.5,4,5,Audi
92,57,2019,25499,7897,145,47.90000153,2,4,1,Audi
93,19,2016,15500,24744,125,56.5,3,1,1,Audi
94,58,2015,16200,30075,160,51.40000153,2,1,1,Audi
95,14,2017,14000,12577,30,58.90000153,1.399999976,2,5,Audi
96,19,2016,17300,24421,30,61.40000153,2,1,1,Audi
97,14,2016,10600,15567,0,76.30000305,1.600000024,2,1,Audi
98,17,2018,17500,15207,145,51.40000153,1.399999976,2,5,Audi
99,17,2017,15000,14864,145,52.29999924,1.399999976,2,5,Audi
100,17,2019,25499,9000,145,38.70000076,2,4,5,Audi
101,17,2019,25000,5000,145,38.70000076,2,2,5,Audi
102,57,2019,31000,4264,145,33.20000076,2,4,5,Audi
103,58,2019,28000,4000,145,42.79999924,2,2,1,Audi
104,58,2019,28000,4000,145,42.20000076,1.5,2,5,Audi
105,57,2019,21499,2721,145,49.59999847,1.600000024,2,1,Audi
106,57,2019,26000,4000,145,42.20000076,1.5,4,5,Audi
107,59,2016,30000,49649,235,42.20000076,3,4,1,Audi
108,17,2017,17000,14068,145,51.40000153,1.399999976,2,5,Audi
109,17,2017,14500,23092,145,52.29999924,1.399999976,2,5,Audi
110,58,2017,17500,30682,160,50.40000153,2,1,1,Audi
111,14,2016,10500,18272,0,67.30000305,1,2,5,Audi
112,57,2017,14800,23714,145,68.90000153,1.600000024,1,1,Audi
113,19,2016,12000,71311,30,61.40000153,2,1,1,Audi
114,19,2018,22000,29477,145,61.40000153,2,1,1,Audi
115,59,2016,17800,60551,200,47.09999847,2,1,1,Audi
116,19,2017,19800,42071,30,61.40000153,2,1,1,Audi
117,20,2014,19500,55774,235,44.79999924,3,1,1,Audi
118,14,2016,9800,36462,0,76.30000305,1.600000024,2,1,Audi
119,16,2016,15500,25376,30,57.59999847,1.399999976,2,5,Audi
120,17,2017,16800,39388,145,67.30000305,2,1,1,Audi
121,16,2017,11500,64207,20,67.30000305,2,2,1,Audi
122,14,2017,12100,49221,145,55.40000153,1.399999976,2,5,Audi
123,14,2017,12700,27179,0,76.30000305,1.600000024,2,1,Audi
124,17,2014,11700,31376,125,58.90000153,2,2,1,Audi
125,18,2015,11500,62668,145,53.29999924,2,1,1,Audi
126,17,2017,17400,10001,145,51.40000153,1.399999976,2,5,Audi
127,19,2016,16000,52544,30,61.40000153,2,1,1,Audi
128,17,2016,13100,63097,125,49.59999847,2,2,5,Audi
129,19,2016,14700,72967,30,61.40000153,2,2,1,Audi
130,18,2017,21100,32771,145,70.59999847,2,1,1,Audi
131,58,2018,24400,13303,145,40.40000153,2,1,5,Audi
132,16,2019,18750,2752,145,44.79999924,1.5,2,5,Audi
133,58,2016,16500,23307,160,49.59999847,2,2,1,Audi
134,14,2017,11000,34551,150,67.30000305,1,2,5,Audi
135,16,2017,13400,25457,150,68.90000153,1.600000024,2,1,Audi
136,57,2018,20000,12167,150,50.40000153,1.399999976,2,5,Audi
137,19,2015,15400,23237,20,67.30000305,2,1,1,Audi
138,58,2016,15500,11863,160,50.40000153,2,1,1,Audi
139,17,2017,14800,21225,145,72.40000153,2,2,1,Audi
140,19,2015,17100,32083,30,61.40000153,2,1,1,Audi
141,59,2017,25750,17039,145,55.40000153,2,1,1,Audi
142,17,2016,11750,72026,0,74.30000305,2,2,1,Audi
143,14,2017,11200,34824,0,67.30000305,1,2,5,Audi
144,14,2017,12800,20351,30,55.40000153,1.399999976,2,5,Audi
145,17,2017,16000,58028,145,52.29999924,2,1,5,Audi
146,18,2017,20000,44783,145,62.79999924,2,1,1,Audi
147,17,2014,11950,60604,20,67.30000305,2,2,1,Audi
148,17,2013,9400,39998,30,65.69999695,2,2,1,Audi
149,17,2017,20000,20852,30,65.69999695,2,1,1,Audi
150,19,2016,13300,79728,30,64.19999695,2,2,1,Audi
151,19,2017,18500,29095,20,64.19999695,2,1,1,Audi
152,16,2013,8300,98940,0,74.30000305,1.600000024,2,1,Audi
153,14,2016,13500,22780,30,58.90000153,1.399999976,2,5,Audi
154,18,2018,19800,20832,150,47.09999847,2,2,5,Audi
155,58,2016,15400,29196,145,55.40000153,2,1,1,Audi
156,17,2017,13900,14392,145,53.29999924,1.399999976,2,5,Audi
157,17,2018,15600,20070,145,52.29999924,1.399999976,2,5,Audi
158,19,2016,16200,89334,30,62.79999924,3,1,1,Audi
159,14,2016,10600,21428,0,67.30000305,1,2,5,Audi
160,17,2016,14300,45485,20,70.59999847,2,2,1,Audi
161,58,2016,14700,32704,30,60.09999847,2,2,1,Audi
162,58,2018,19100,42209,145,42.20000076,2,1,5,Audi
163,17,2017,18100,17278,145,48.70000076,1.399999976,2,5,Audi
164,14,2017,11400,29515,0,67.30000305,1,2,5,Audi
165,16,2014,11600,43662,20,67.30000305,2,2,1,Audi
166,17,2017,17300,45225,145,62.79999924,2,1,1,Audi
167,19,2017,16400,45491,30,61.40000153,2,2,1,Audi
168,59,2014,17100,52267,235,37.70000076,2,2,5,Audi
169,16,2014,11498,40807,125,50.40000153,1.799999952,4,5,Audi
170,58,2014,11698,65959,160,49.59999847,2,2,1,Audi
171,59,2014,18998,47648,260,35.79999924,2,4,5,Audi
172,59,2017,25498,27948,145,40.90000153,2,4,5,Audi
173,17,2013,10498,31169,145,49.59999847,1.799999952,2,5,Audi
174,17,2013,9498,42011,145,47.09999847,2,1,5,Audi
175,19,2015,19998,56115,160,50.40000153,3,4,1,Audi
176,19,2015,16798,65835,125,61.40000153,2,4,1,Audi
177,19,2017,23998,63383,145,45.59999847,3,4,1,Audi
178,59,2017,36998,34011,145,34,3,4,5,Audi
179,18,2014,13998,52132,160,49.59999847,3,4,1,Audi
180,17,2015,15995,38787,145,55.40000153,2,2,1,Audi
181,14,2017,13495,34554,150,55.40000153,1.399999976,2,5,Audi
182,59,2017,30985,17502,145,40.40000153,2,4,5,Audi
183,80,2019,29485,3000,145,40.90000153,2,1,5,Audi
184,19,2015,16985,34646,30,61.40000153,2,2,1,Audi
185,59,2017,26485,18000,150,56.5,2,4,1,Audi
186,58,2018,23985,17085,150,47.90000153,1.399999976,4,5,Audi
187,14,2017,12485,48166,20,72.40000153,1.600000024,2,1,Audi
188,59,2015,22485,38421,205,47.09999847,2,4,1,Audi
189,18,2015,16498,46637,30,61.40000153,2,2,1,Audi
190,16,2016,11998,24468,0,74.30000305,1.600000024,2,1,Audi
191,59,2017,24985,29343,200,47.09999847,2,1,1,Audi
192,16,2019,17985,8449,145,51.40000153,1.600000024,2,1,Audi
193,18,2017,20485,34679,30,65.69999695,2,2,1,Audi
194,16,2018,16985,23860,145,60.09999847,1,4,5,Audi
195,17,2018,30985,21009,145,35.79999924,3,1,5,Audi
196,19,2019,29985,1881,145,47.90000153,2,1,1,Audi
197,19,2019,27985,688,145,47.90000153,2,4,1,Audi
198,19,2019,30985,1863,145,47.90000153,2,1,1,Audi
199,60,2020,62985,10,145,33.20000076,3,4,1,Audi
200,67,2016,44985,49050,325,29.39999962,4,4,5,Audi
201,17,2019,28985,1024,145,38.70000076,2,4,5,Audi
202,17,2019,24985,448,145,39.79999924,2,4,5,Audi
203,17,2019,26985,476,145,39.20000076,2,4,5,Audi
204,20,2019,39985,5201,145,38.70000076,3,1,1,Audi
205,16,2019,21985,2028,145,42.20000076,1.5,4,5,Audi
206,19,2019,45485,3241,145,39.20000076,3,1,1,Audi
207,59,2019,33985,355,145,39.20000076,2,1,1,Audi
208,18,2019,28985,18,145,39.79999924,2,1,5,Audi
209,16,2019,29985,3122,145,41.5,1.5,1,5,Audi
210,57,2019,28985,824,145,40.90000153,1.5,2,5,Audi
211,19,2019,31985,2811,145,47.90000153,2,4,1,Audi
212,19,2019,31985,27,145,50.40000153,2,4,1,Audi
213,17,2019,29485,4254,145,38.20000076,2,4,5,Audi
214,14,2019,17985,2252,145,48.70000076,1,4,5,Audi
215,57,2019,20985,3422,145,47.90000153,1.600000024,1,1,Audi
216,57,2019,23685,37,145,47.90000153,1.600000024,1,1,Audi
217,17,2019,27985,7299,145,38.20000076,2,4,5,Audi
218,57,2019,27985,1414,145,40.90000153,1.5,4,5,Audi
219,59,2019,36985,5135,145,38.20000076,2,1,1,Audi
220,59,2019,37985,6024,145,38.20000076,2,1,1,Audi
221,59,2020,37985,10,145,32.09999847,2,4,5,Audi
222,60,2019,49985,10,145,33.20000076,3,1,1,Audi
223,60,2019,59995,10,145,33.20000076,3,1,1,Audi
224,59,2020,47895,10,145,30.70000076,2,4,5,Audi
225,17,2020,31985,10,145,42.20000076,2,4,5,Audi
226,60,2015,29985,47606,200,47.90000153,3,1,1,Audi
227,14,2015,12485,26625,30,57.59999847,1.399999976,4,5,Audi
228,18,2018,24985,5071,145,50.40000153,2,1,5,Audi
229,18,2015,21985,28011,260,34.90000153,3,4,5,Audi
230,58,2019,34985,10,145,47.09999847,2,1,1,Audi
231,18,2019,29985,10,145,51.40000153,2,1,1,Audi
232,58,2019,34485,10,145,47.09999847,2,1,1,Audi
233,14,2019,19685,10,145,49.59999847,1,2,5,Audi
234,17,2019,34985,10,145,53.29999924,2,1,1,Audi
235,20,2019,43885,10,145,38.20000076,3,4,1,Audi
236,19,2019,35895,2000,145,47.90000153,2,1,1,Audi
237,57,2019,26985,10,145,43.5,1.5,1,5,Audi
238,19,2019,46985,3510,145,36.20000076,3,1,1,Audi
239,16,2019,23985,10,145,44.79999924,1.5,1,5,Audi
240,18,2019,28985,10,145,39.79999924,2,1,5,Audi
241,18,2019,27985,1010,145,39.79999924,2,1,5,Audi
242,19,2019,28985,500,145,47.90000153,2,4,1,Audi
243,17,2019,29985,10,145,42.79999924,2,1,5,Audi
244,16,2019,21995,10,145,54.29999924,1.600000024,2,1,Audi
245,18,2019,31985,10,145,39.79999924,2,1,5,Audi
246,18,2019,32485,10,145,51.40000153,2,1,1,Audi
247,16,2019,21285,10,145,51.40000153,1.600000024,2,1,Audi
248,60,2019,56985,1510,145,33.20000076,3,1,1,Audi
249,64,2019,43785,10,145,30.10000038,2.5,4,5,Audi
250,17,2016,18498,29845,160,45.59999847,2,4,5,Audi
251,16,2014,14995,27355,160,42.79999924,1.799999952,4,5,Audi
252,17,2016,17998,20885,30,64.19999695,2,2,1,Audi
253,16,2014,10985,10534,30,56.5,1.200000048,1,5,Audi
254,16,2016,12995,25895,20,70.59999847,2,2,1,Audi
255,14,2016,11495,32867,0,67.30000305,1,2,5,Audi
256,59,2015,18295,42793,205,47.09999847,2,4,1,Audi
257,19,2015,18998,49039,160,50.40000153,3,4,1,Audi
258,57,2017,18485,22501,145,64.19999695,1.600000024,2,1,Audi
259,21,2017,38985,1420,145,50.40000153,3,1,1,Audi
260,18,2019,29485,10,145,40.40000153,2,1,5,Audi
261,18,2017,22998,26939,145,62.79999924,2,4,1,Audi
262,21,2014,18998,24786,205,47.90000153,3,4,1,Audi
263,17,2017,17698,18761,145,51.40000153,1.399999976,2,5,Audi
264,18,2019,27995,10,145,40.40000153,2,1,5,Audi
265,58,2019,31985,10,145,42.79999924,2,2,1,Audi
266,17,2019,30995,10,145,38.70000076,2,1,5,Audi
267,16,2017,18998,22295,30,56.5,1.399999976,4,5,Audi
268,57,2017,16995,18068,145,52.29999924,1.399999976,2,5,Audi
269,16,2018,19995,25000,150,42.20000076,1.5,2,5,Audi
270,57,2017,14495,23043,150,55.40000153,1,2,5,Audi
271,18,2014,12998,80902,125,60.09999847,2,4,1,Audi
272,17,2019,32485,10,145,50.40000153,2,1,1,Audi
273,14,2019,20485,10,145,48.70000076,1,2,5,Audi
274,58,2019,34485,10,145,47.09999847,2,1,1,Audi
275,58,2016,18698,26474,145,52.29999924,2,2,1,Audi
276,59,2013,15998,65458,235,44.09999847,3,4,1,Audi
277,80,2018,16498,34170,150,47.09999847,1.799999952,2,5,Audi
278,59,2019,31998,100,145,33.20000076,2,4,5,Audi
279,58,2019,35985,650,145,47.09999847,2,1,1,Audi
280,59,2019,37985,10,145,38.20000076,2,1,1,Audi
281,59,2019,31998,10,145,33.20000076,2,4,5,Audi
282,17,2019,18998,2928,145,41.5,2,2,5,Audi
283,58,2018,19485,7157,145,51.40000153,1.399999976,2,5,Audi
284,58,2016,19995,31600,160,50.40000153,2,4,1,Audi
285,60,2016,47995,46600,300,39.20000076,4,4,1,Audi
286,16,2019,23485,10,145,56.5,2,2,1,Audi
287,18,2018,23998,14078,145,45.59999847,2,4,5,Audi
288,18,2015,17998,13312,125,57.59999847,2,2,1,Audi
289,19,2018,28985,10,145,50.40000153,2,4,1,Audi
290,67,2015,46000,20982,325,29.39999962,4,4,5,Audi
291,19,2018,26995,15600,145,50.40000153,2,4,1,Audi
292,19,2019,33985,5429,145,47.90000153,2,1,1,Audi
293,57,2019,30985,2710,145,40.90000153,1.5,1,5,Audi
294,60,2019,52985,6423,145,33.20000076,3,1,1,Audi
295,14,2017,12698,11017,150,67.30000305,1,2,5,Audi
296,58,2017,17298,16908,125,51.40000153,1.399999976,2,5,Audi
297,17,2017,16498,28801,125,49.59999847,2,2,5,Audi
298,17,2017,16798,23362,145,50.40000153,1.399999976,2,5,Audi
299,59,2013,15998,50025,235,37.70000076,2,2,5,Audi
300,61,2018,63985,8450,145,32.79999924,3,4,1,Audi
301,19,2018,27985,1790,145,50.40000153,2,4,1,Audi
302,17,2018,19485,10,145,53.29999924,1.399999976,4,5,Audi
303,17,2018,20985,10,145,52.29999924,1.399999976,2,5,Audi
304,16,2018,22285,6754,145,52.29999924,1.600000024,1,1,Audi
305,58,2014,14500,35423,200,47.90000153,2,4,1,Audi
306,16,2017,25000,16703,200,41.5,2,4,5,Audi
307,58,2017,15800,37203,125,51.40000153,1.399999976,2,5,Audi
308,16,2013,13500,44405,125,58.90000153,2,4,1,Audi
309,58,2014,12000,79389,165,50.40000153,2,2,1,Audi
310,16,2015,13800,61808,125,57.59999847,2,4,1,Audi
311,14,2016,11000,10491,0,67.30000305,1,2,5,Audi
312,16,2018,19995,19000,150,49.59999847,2,2,5,Audi
313,14,2016,11650,18900,0,67.30000305,1,2,5,Audi
314,16,2014,11850,50900,20,68.90000153,2,2,1,Audi
315,19,2013,12495,49000,325,29.70000076,2,2,1,Audi
316,14,2015,15995,23081,235,39.79999924,2,2,5,Audi
317,60,2020,82995,826,145,29.39999962,4,4,1,Audi
318,17,2019,25990,5987,145,38.20000076,2,4,5,Audi
319,19,2019,30995,2977,145,47.90000153,2,4,1,Audi
320,59,2019,34985,7573,145,39.20000076,2,1,1,Audi
321,58,2019,31995,3055,145,42.79999924,2,2,1,Audi
322,17,2019,29985,22,145,38.70000076,2,1,5,Audi
323,17,2019,28485,2250,145,51.40000153,2,1,1,Audi
324,59,2016,21498,20547,200,47.09999847,2,4,1,Audi
325,59,2019,32895,10,145,39.20000076,2,1,1,Audi
326,18,2016,22998,18828,260,35.79999924,3,4,5,Audi
327,59,2019,35998,28,145,32.09999847,2,4,5,Audi
328,60,2016,29985,38654,200,47.90000153,3,1,1,Audi
329,16,2014,16485,25764,200,40.40000153,2,2,5,Audi
330,80,2016,19485,28402,30,62.79999924,2,2,1,Audi
331,14,2015,13495,17152,30,56.5,1.399999976,2,5,Audi
332,16,2016,14995,29775,20,60.09999847,1.399999976,2,5,Audi
333,59,2017,39995,7801,145,34,3,4,5,Audi
334,59,2015,22990,60599,240,42.79999924,3,4,1,Audi
335,14,2017,12495,20670,30,57.59999847,1.399999976,2,5,Audi
336,16,2019,24985,2257,145,52.29999924,1.600000024,1,1,Audi
337,16,2019,24485,4039,145,51.40000153,1.600000024,2,1,Audi
338,16,2016,16485,21241,125,52.29999924,1.399999976,2,5,Audi
339,58,2016,20485,16945,160,49.59999847,2,2,1,Audi
340,17,2018,24985,18010,145,49.59999847,1.399999976,1,5,Audi
341,17,2017,19995,29653,145,62.79999924,2,4,1,Audi
342,18,2014,16000,75159,260,34.90000153,3,4,5,Audi
343,58,2014,14998,33842,200,47.90000153,2,4,1,Audi
344,16,2015,13995,42977,20,67.30000305,2,2,1,Audi
345,17,2019,27990,26,145,47.90000153,2,4,1,Audi
346,14,2016,11995,17454,0,67.30000305,1,2,5,Audi
347,16,2018,15995,17547,150,56.5,1.5,2,5,Audi
348,16,2020,35995,314,150,34.90000153,2,4,5,Audi
349,14,2016,13585,25010,30,58.90000153,1.399999976,2,5,Audi
350,19,2019,31985,3278,145,47.90000153,2,4,1,Audi
351,20,2019,32985,1285,145,39.20000076,3,1,1,Audi
352,19,2019,30985,4445,145,47.90000153,2,1,1,Audi
353,17,2020,34798,6998,145,38.20000076,2,4,5,Audi
354,17,2020,40780,6746,145,45.59999847,2,4,1,Audi
355,60,2015,34995,21245,205,47.90000153,3,4,1,Audi
356,17,2017,18995,27394,30,64.19999695,2,2,1,Audi
357,14,2016,12995,29283,0,67.30000305,1,2,5,Audi
358,14,2016,14495,20905,30,56.5,1.399999976,2,5,Audi
359,14,2017,12995,24386,0,67.30000305,1,2,5,Audi
360,80,2017,24995,11621,150,42.79999924,2,4,5,Audi
361,16,2019,20985,3409,145,43.5,1.5,4,5,Audi
362,59,2016,31995,30172,240,42.20000076,3,4,1,Audi
363,17,2015,13995,27016,30,62.79999924,2,2,1,Audi
364,17,2020,31985,7456,145,40.90000153,2,2,5,Audi
365,19,2019,29490,20,145,55.40000153,3,4,1,Audi
366,17,2019,20495,4781,150,40.90000153,2,4,5,Audi
367,58,2016,21995,40254,205,40.40000153,2,4,5,Audi
368,80,2019,24995,12320,150,40.90000153,2,4,5,Audi
369,57,2018,23995,16534,150,49.59999847,1.399999976,2,5,Audi
370,58,2017,22995,20075,150,42.20000076,2,4,5,Audi
371,16,2016,15995,14401,20,60.09999847,1,2,5,Audi
372,16,2016,19995,19430,145,47.90000153,2,4,5,Audi
373,65,2013,26995,28359,565,26.39999962,4.199999809,4,5,Audi
374,61,2019,49995,16385,150,33.59999847,3,4,1,Audi
375,14,2014,11995,24764,0,74.30000305,1.600000024,2,1,Audi
376,14,2014,11995,26141,125,53.29999924,1.399999976,2,5,Audi
377,18,2020,37331,7532,145,39.20000076,2,4,5,Audi
378,18,2020,39454,7925,145,45.59999847,2,4,1,Audi
379,18,2020,37507,7639,145,39.79999924,2,4,5,Audi
380,58,2020,33462,7914,145,48.70000076,2,4,1,Audi
381,59,2018,30995,15706,145,40.40000153,2,4,5,Audi
382,17,2019,25990,4598,145,38.20000076,2,2,5,Audi
383,21,2018,38995,6588,145,48.70000076,3,4,1,Audi
384,60,2016,31995,48248,205,47.90000153,3,4,1,Audi
385,16,2019,30995,4549,150,34.5,2,4,5,Audi
386,14,2019,18995,7564,145,51.40000153,1,2,5,Audi
387,21,2018,41995,11276,145,48.70000076,3,4,1,Audi
388,17,2016,19995,20141,30,67.30000305,2,2,1,Audi
389,16,2016,16995,16555,20,60.09999847,1.399999976,2,5,Audi
390,14,2017,14495,8608,145,67.30000305,1,2,5,Audi
391,58,2017,19995,18380,145,49.59999847,1.399999976,2,5,Audi
392,58,2017,23995,27136,145,40.40000153,2,4,5,Audi
393,16,2016,13995,36409,20,60.09999847,1.399999976,2,5,Audi
394,19,2017,27995,35219,150,50.40000153,3,4,1,Audi
395,59,2018,33995,10252,150,40.40000153,2,4,5,Audi
396,16,2018,17490,16380,145,67.30000305,1.600000024,2,1,Audi
397,16,2015,14990,30530,30,64.19999695,2,4,1,Audi
398,59,2016,30995,37129,235,42.20000076,3,4,1,Audi
399,16,2017,13995,36400,20,61.40000153,1.399999976,2,5,Audi
400,60,2018,47995,8618,145,32.79999924,3,4,1,Audi
401,57,2018,21995,9634,145,50.40000153,1.399999976,2,5,Audi
402,57,2017,19995,18355,145,68.90000153,1.600000024,4,1,Audi
403,59,2017,26995,28604,145,40.90000153,2,4,5,Audi
404,14,2017,15995,15187,145,76.30000305,1.600000024,2,1,Audi
405,18,2015,18990,43417,160,50.40000153,2,4,1,Audi
406,21,2018,35995,12195,145,50.40000153,3,4,1,Audi
407,18,2018,27995,12686,145,58.90000153,3,4,1,Audi
408,14,2019,23995,5356,145,44.09999847,1.5,4,5,Audi
409,17,2020,31265,7963,145,41.5,2,4,5,Audi
410,18,2020,36312,7423,145,51.40000153,2,4,1,Audi
411,14,2017,13995,12148,145,67.30000305,1,2,5,Audi
412,59,2016,31995,44525,235,42.20000076,3,4,1,Audi
413,58,2016,18495,20952,145,55.40000153,2,2,1,Audi
414,19,2019,33490,4582,145,39.20000076,3,4,1,Audi
415,59,2014,19995,36970,200,47.90000153,2,2,1,Audi
416,58,2015,17995,38244,145,49.59999847,1.399999976,2,5,Audi
417,60,2015,31995,26407,200,47.90000153,3,4,1,Audi
418,57,2019,23995,6484,145,49.59999847,1.600000024,2,1,Audi
419,16,2019,20995,3325,145,49.59999847,1.600000024,2,1,Audi
420,58,2017,24995,9078,145,40.40000153,2,4,5,Audi
421,14,2017,12995,22427,145,67.30000305,1,2,5,Audi
422,17,2015,14995,41755,150,53.29999924,2,4,1,Audi
423,16,2015,12490,35455,30,58.90000153,1.399999976,4,5,Audi
424,16,2017,14298,14607,20,60.09999847,1,2,5,Audi
425,14,2016,11498,24952,30,55.40000153,1.399999976,2,5,Audi
426,18,2014,11998,49640,30,64.19999695,2,2,1,Audi
427,58,2017,19998,21576,145,49.59999847,1.399999976,2,5,Audi
428,59,2017,27995,20870,145,55.40000153,2,4,1,Audi
429,17,2017,19995,30300,30,62.79999924,2,4,1,Audi
430,58,2016,19995,22353,160,49.59999847,2,2,1,Audi
431,58,2016,19995,23205,145,55.40000153,2,4,1,Audi
432,14,2017,13995,15361,30,55.40000153,1.399999976,2,5,Audi
433,19,2019,29995,8598,145,47.90000153,2,4,1,Audi
434,16,2019,19990,6000,145,52.29999924,1.600000024,4,1,Audi
435,16,2019,19990,5199,145,52.29999924,1.600000024,4,1,Audi
436,14,2018,14995,15092,145,57.70000076,1.399999976,2,5,Audi
437,16,2017,36990,3059,145,43.5,2,4,5,Audi
